18.966	 0.708
24.247	 1.742
19.291	 0.624
18.512	 0.835
16.429	 0.996
26.769	 2.082
19.110	 0.803
17.430	 0.684
26.769	 2.082
18.912	 0.774
18.942	 0.723
15.296	 1.095
18.912	 0.774
16.039	 0.826
18.942	 0.723
15.836	 0.056
15.068	 1.114
18.893	 0.701
19.735	 0.736
18.912	 0.774
23.226	 1.217
18.098	 0.866
19.734	 0.852
18.893	 0.701
16.153	 0.824
16.302	 0.978
21.727	 0.906
18.098	 0.866
18.989	 0.768
15.404	 1.084
18.798	 0.825
18.912	 0.774
19.734	 0.852
18.966	 0.708
14.638	 1.192
15.616	 1.041
14.931	 1.123
15.796	 1.038
18.962	 0.709
16.920	 0.925
19.257	 0.692
16.413	 0.056
17.957	 0.341
18.619	 0.289
18.798	 0.825
22.896	 1.133
16.413	 0.056
16.413	 0.056
19.350	 0.740
15.296	 1.095
